Item Id,Stock Code,Part No,Description,Car Model,Brand,Category,Cost Price,Sell Price,Last Sell Price,Current Quantity,Stock Take,Reason
23022,9789812550163,,Primary English Composition Guide & Practice Book 2,,SAP,ENGLISH REVISION YR2,0,5,0,0,,
23023,9781862877559,,STUDENT S GUIDE to legal writing law exams and self Assessment ,,FEDERAL,MIX REFERENCE,0,11.5,0,0,,
23024,9789812740595,,Cloze Fast Forward Workbook 2,,SAP,ENGLISH REVISION YR2,0,5,0,0,,
23025,9780435453596,,Teeline  Gold Word list ,,HEINEMANN,MIX REFERENCE,0,27.1,0,0,,
23026,9789812550101,,Creative Writing Book 2,,SAP,ENGLISH REVISION YR2,0,4,0,0,,
23027,978043543268,,Teeline Word Groupings ,,HEINEMANN,MIX REFERENCE,0,17.5,0,0,,
23028,9789673515844,,keselamatan diri adab & etika murid,,PNI,MIX REFERENCE,0,5,0,0,,
23029,9789673743209,,PENULISAN SURAT RASMI ,,CHC,MIX REFERENCE,0,7.2,0,0,,
23030,9780691132921,,INTRODUCTION TO MODERN ECONOMIC GROWTH,,PUP (APD),SPECIAL ORDER,102.3,145,0,1,,
23031,9789812558916,,CA & SA English 2,,SAP,ENGLISH REVISION YR2,0,5,0,0,,
23032,9789671159125,,Panduan penulisan laporan ,,CHC,MIX REFERENCE,0,10,0,0,,
23033,9789833372089,,7 Formula hidup sukses ,,CHC,MALAY MOTIVASI,0,11.5,0,0,,
23034,9789814418171,,Score Building English Language Proficiency Week By Week Workbook 2,,SAP,ENGLISH REVISION YR2,0,7.9,0,0,,
23035,9789833585250,,MENTOR efektif ,,CHC,MALAY MOTIVASI,0,10,0,0,,
23036,9789814418010,,Primary Level Grammar & Usage Book 2,,SAP,ENGLISH REVISION YR2,0,8.95,0,0,,
23037,9780198428312,,ESSENTIAL ACCOUNTING FOR CAMBRIDGE IGCSE & O LEVEL WORKBOOK 3E,,OXFORD FAJAR,IGCSE & O LEVEL ACCO,27.72,14,0,16,,
23038,9789812741042,,ELITE English Language International Tests & Examinations Level 2,,SAP,ENGLISH REVISION YR2,0,15.7,0,0,,
23039,9780194422505,,FORM-FOCUSED INSTRUCTION AND TEACHER EDUCATION STUDIES IN HONOUR OF ROD ELLIS,,OXFORD,TEACHER RESOURCE,0,20,0,0,,
23040,415206650,,ISSUES IN ENGLISH TEACHING,,ROUTLEDGE FALMER,TEACHER RESOURCE,0,33.2,0,0,,
23041,194421848,,THE STRUGGLE TO TEACH ENGLISH AS AN INTERNATIONAL LANGUAGE,,OXFORD,TEACHER RESOURCE,0,31.5,0,0,,
23042,9781847060723,,THE ENGLISH TEACHERS HANDBOOK,,CONTINUUM,TEACHER RESOURCE,0,30.75,0,0,,
23043,415306760,,LEARNING TO TEACH ENGLISH IN THE SECONDARY SCHOOL,,ROUTLEDGE FALMER,TEACHER RESOURCE,0,33.2,0,0,,
23044,9780198428121,,EXAM SUCCESS IN MATHEMATICS CORE & EXTENDED FOR CAMBRIDGE IGCSE,,OXFORD FAJAR,IGCSE & OL MATHS,40.855,20.6,0,4,,
23045,1903300541,,PRIMARY ENGLISH TEACHING THEORY AND PRACTICE,,LEARNING MATTERS,TEACHER RESOURCE,0,28,0,0,,
